seed,fold_number,mll,accuracy,num_pca_dims,log_prob
2,1,-1.3864742275191964,0.4285714285714285,8,-9.699401193840426
2,2,-1.032824870431161,0.2857142857142857,1,-7.280071263984196
2,2,-1.3739635858170325,0.4285714285714285,2,-9.301349274641844
2,2,-1.3863922617591893,0.0,3,-9.715341674652628
2,2,-1.386171607417046,0.0,4,-9.711463617285824
2,2,-1.3862536473919544,0.1428571428571428,5,-9.706885125527414
2,2,-1.386266103324549,0.1428571428571428,6,-9.703648721060093
2,2,-1.386192143136629,0.0,7,-9.706194745583897
2,2,-1.3862203966398483,0.1428571428571428,8,-9.720887301539962
2,3,-1.0986259668339988,0.5714285714285714,1,-8.635440360114151
2,3,-1.3772142089120627,0.1428571428571428,2,-9.83032106128949
2,3,-1.3864809697864264,0.2857142857142857,3,-9.717842913230886
2,3,-1.3861672860619751,0.2857142857142857,4,-9.69660731953667
2,3,-1.386309174274118,0.1428571428571428,5,-9.704589972617224
2,3,-1.3863034902070115,0.4285714285714285,6,-9.703967620534304
2,3,-1.3860765579287049,0.7142857142857143,7,-9.69366344519078
2,3,-1.386028045371819,0.4285714285714285,8,-9.69184791628556
2,4,-1.0783206707206432,0.1428571428571428,1,-9.421129395907206
2,4,-1.3861886214167136,0.2857142857142857,2,-9.704158824914654
2,4,-1.3861185138163885,0.1428571428571428,3,-9.70944040279216
2,4,-1.386123329921578,0.4285714285714285,4,-9.698194871002691
2,4,-1.3865461278485522,0.5714285714285714,5,-9.69524859757989
2,4,-1.3863268113327971,0.5714285714285714,6,-9.69326398480862
2,4,-1.3861719934420051,0.2857142857142857,7,-9.703224017628974
2,4,-1.3865634385708232,0.0,8,-9.713538449422838
2,5,-1.02874895427367,0.1428571428571428,1,-10.19083189574128
2,5,-1.3858151196311028,0.1428571428571428,2,-9.704442395858823
2,5,-1.3858086485919332,0.2857142857142857,3,-9.689745565785335
2,5,-1.385949224476205,0.2857142857142857,4,-9.706849962322464
2,5,-1.386622393707844,0.0,5,-9.703712512784072
2,5,-1.3865361745535705,0.1428571428571428,6,-9.709835482692398
2,5,-1.3862852939766015,0.5714285714285714,7,-9.69457774800122
2,5,-1.3866246324392093,0.1428571428571428,8,-9.694693184505589
2,6,-1.0412347750612725,0.4285714285714285,1,-9.897607405821343
2,6,-1.386040767205302,0.2857142857142857,2,-9.710027278980515
2,6,-1.3863444078672005,0.1428571428571428,3,-9.679163133371668
2,6,-1.3860738501313834,0.5714285714285714,4,-9.69079338921834
2,6,-1.386375865234814,0.4285714285714285,5,-9.70011557089523
2,6,-1.3863344754206095,0.1428571428571428,6,-9.710303040585586
2,6,-1.3863637495815144,0.1428571428571428,7,-9.705652006051189
2,6,-1.386608979129471,0.1428571428571428,8,-9.704121689835166
2,7,-1.0385522058470815,0.2857142857142857,1,-7.2684412096826385
2,7,-1.385898864657933,0.1428571428571428,2,-9.71667020842832
2,7,-1.38586481829266,0.4285714285714285,3,-9.688708446781677
2,7,-1.3859925885092628,0.1428571428571428,4,-9.722197063137966
2,7,-1.3864436761233636,0.2857142857142857,5,-9.698416906549086
2,7,-1.3863701087958844,0.0,6,-9.725894050948876
2,7,-1.386514585383103,0.2857142857142857,7,-9.702219960107625
2,7,-1.3864172782466744,0.2857142857142857,8,-9.70030464231824
2,8,-1.052304908741556,0.1428571428571428,1,-9.183559862591956
2,8,-1.3862127009669714,0.2857142857142857,2,-9.687636259608071
2,8,-1.3859697509646722,0.2857142857142857,3,-9.686594565456996
2,8,-1.3859474382093802,0.0,4,-9.712583128412016
2,8,-1.3863558810272822,0.4285714285714285,5,-9.694556346939605
2,8,-1.3862064721673053,0.2857142857142857,6,-9.708839007459662
2,8,-1.3863966702602029,0.1428571428571428,7,-9.703383187728493
2,8,-1.386296541437222,0.1428571428571428,8,-9.706567545575115
2,9,-1.061985708036834,0.4285714285714285,1,-6.713112119578364
2,9,-1.3862296133709422,0.1428571428571428,2,-9.707088501951748
2,9,-1.385826162105049,0.5714285714285714,3,-9.694152705961988
2,9,-1.3856747054289955,0.1428571428571428,4,-9.697446738749116
2,9,-1.3862008765383838,0.1428571428571428,5,-9.711003010786966
2,9,-1.3862464607640337,0.4285714285714285,6,-9.685902913945196
2,9,-1.386505072439284,0.2857142857142857,7,-9.699757353588854
2,9,-1.3863480107225503,0.2857142857142857,8,-9.694402748928734
3,0,-1.3434123489991876,0.2857142857142857,1,-9.645376565152464
3,0,-1.3859308794308338,0.2857142857142857,2,-9.710643307311283
3,0,-1.3863402514201566,0.4285714285714285,3,-9.704799902820415
3,0,-1.3861920025057215,0.4285714285714285,4,-9.709270246074826
3,0,-1.3858613950258951,0.2857142857142857,5,-9.704255909252534
3,0,-1.3866633279762466,0.5714285714285714,6,-9.694828178884173
3,0,-1.384923656092846,0.4285714285714285,7,-9.697869457479635
3,0,-1.3864713251075291,0.4285714285714285,8,-9.696374779714114
3,1,-1.3236061642229393,0.1428571428571428,1,-11.645417760752055
3,1,-1.2976103604020484,0.0,2,-12.350471736899973
3,1,-1.38656752838553,0.4285714285714285,3,-9.704530792555513
3,1,-1.3860491550722946,0.1428571428571428,4,-9.698634350775755
3,1,-1.3863297537821322,0.2857142857142857,5,-9.700316455372416
3,1,-1.386619252982516,0.2857142857142857,6,-9.70437808712246
3,1,-1.38475531125231,0.2857142857142857,7,-9.693187882499124
3,1,-1.3864373256955906,0.5714285714285714,8,-9.696325642658463
3,2,-1.3314172708966707,0.2857142857142857,1,-9.820355623882651
3,2,-1.3267776551931374,0.0,2,-10.06311069488513
3,2,-1.3864525798420129,0.1428571428571428,3,-9.706137206987716
3,2,-1.3859824204590951,0.1428571428571428,4,-9.699394451271427
3,2,-1.3863008556900394,0.0,5,-9.715983337077915
3,2,-1.3865800509461137,0.1428571428571428,6,-9.701222809102982
3,2,-1.3856338959405536,0.4285714285714285,7,-9.70548239504783
3,2,-1.3862135231028776,0.1428571428571428,8,-9.70949705367544
3,3,-1.347830323076752,0.7142857142857143,1,-9.148308131792524
3,3,-1.3824252515132367,0.4285714285714285,2,-9.65348056407633
3,3,-1.3864862769669182,0.2857142857142857,3,-9.703980096262432
3,3,-1.3857188026205856,0.1428571428571428,4,-9.704972973506354
3,3,-1.3866672047154998,0.4285714285714285,5,-9.700956629565445
3,3,-1.3868194615317344,0.1428571428571428,6,-9.698978198956398
3,3,-1.3856215340970024,0.1428571428571428,7,-9.720391951268834
3,3,-1.3861920606799414,0.4285714285714285,8,-9.705831157561974
3,4,-1.3734980132893508,0.1428571428571428,1,-9.834118018179474
3,4,-1.386284935514397,0.1428571428571428,2,-9.70660828705495
3,4,-1.3867810474882467,0.0,3,-9.70678284342674
3,4,-1.3859462533322944,0.4285714285714285,4,-9.704490741742724
3,4,-1.3871519183995953,0.1428571428571428,5,-9.7042288886584
3,4,-1.3868522452493783,0.0,6,-9.712135194173916
3,4,-1.3861899180869457,0.0,7,-9.705243674735636
3,4,-1.38629759607741,0.1428571428571428,8,-9.715206845569996
3,5,-1.3332537796919637,0.2857142857142857,1,-10.32418664863175
3,5,-1.3858585846077631,0.1428571428571428,2,-9.705482836735456
3,5,-1.3865768067146649,0.2857142857142857,3,-9.70702670650993
3,5,-1.3863019329226585,0.1428571428571428,4,-9.707759639599118
3,5,-1.3876667059388237,0.5714285714285714,5,-9.693649527259256
3,5,-1.386310353872217,0.2857142857142857,6,-9.70483608413326
3,5,-1.3859582584278942,0.5714285714285714,7,-9.685955816987832
3,5,-1.3862979515918896,0.2857142857142857,8,-9.705096419459942
3,6,-1.3357177088861134,0.1428571428571428,1,-9.72620204682744
3,6,-1.3856299646962296,0.1428571428571428,2,-9.69835257623498
3,6,-1.3862890026975254,0.2857142857142857,3,-9.709222762741309
3,6,-1.3864942534676417,0.0,4,-9.718810446221791
3,6,-1.387442967140804,0.2857142857142857,5,-9.7026182700468
3,6,-1.3863922690059372,0.1428571428571428,6,-9.70334033818829
3,6,-1.3869499523833049,0.7142857142857143,7,-9.671936334204387
3,6,-1.3861817837265715,0.1428571428571428,8,-9.709979135532745
3,7,-1.3209013980123765,0.2857142857142857,1,-9.723992523739511
3,7,-1.385994080947918,0.4285714285714285,2,-9.70093886979646
3,7,-1.3862235765046982,0.4285714285714285,3,-9.703094514949662
3,7,-1.386301795565932,0.2857142857142857,4,-9.705191276917844
3,7,-1.3879195011029029,0.1428571428571428,5,-9.706691218338328
3,7,-1.38619841643396,0.7142857142857143,6,-9.689462643912576
3,7,-1.38632852814874,0.2857142857142857,7,-9.709435787217451
3,7,-1.3862024590491444,0.5714285714285714,8,-9.695439653666115
3,8,-1.3455721836266978,0.4285714285714285,1,-9.37951447009494
3,8,-1.3862159532875744,0.2857142857142857,2,-9.703168492754507
3,8,-1.3862000596565531,0.2857142857142857,3,-9.708054052944528
3,8,-1.3863410506875322,0.1428571428571428,4,-9.706920378387938
3,8,-1.387098500532573,0.2857142857142857,5,-9.7109752915285
3,8,-1.3857361766130567,0.1428571428571428,6,-9.699980931087618
3,8,-1.385971945013558,0.2857142857142857,7,-9.702202376902733
3,8,-1.3860149745816002,0.1428571428571428,8,-9.724005240694732
3,9,-1.33416807960949,0.1428571428571428,1,-10.009151928617962
3,9,-1.3862666318807977,0.1428571428571428,2,-9.70515199574529
3,9,-1.386206832909883,0.7142857142857143,3,-9.696689060966303
3,9,-1.3863692915008703,0.1428571428571428,4,-9.700525716935807
3,9,-1.3872995046321586,0.5714285714285714,5,-9.699138471762623
3,9,-1.3860346107107238,0.1428571428571428,6,-9.712999474837972
3,9,-1.386019372317038,0.1428571428571428,7,-9.707417625167349
3,9,-1.3855199987298723,0.0,8,-9.713379524774364
4,0,-1.3607937783837594,0.2857142857142857,1,-9.863468054541604
4,0,-1.3867842709478837,0.2857142857142857,2,-9.708017843867706
4,0,-1.387251549740422,0.0,3,-9.704808172819806
4,0,-1.3863735284819767,0.2857142857142857,4,-9.702880578042468
4,0,-1.385916735974173,0.2857142857142857,5,-9.702233008895533
4,0,-1.3863406616154177,0.1428571428571428,6,-9.710301323790183
4,0,-1.3861634037095367,0.1428571428571428,7,-9.708490522719696
4,0,-1.3864245067981942,0.1428571428571428,8,-9.707754994901238
4,1,-1.3407836053644888,0.1428571428571428,1,-11.230975646526945
4,1,-1.3113853208910125,0.1428571428571428,2,-12.026238005086672
4,1,-1.3869441035698749,0.1428571428571428,3,-9.71416556587078
4,1,-1.3863065813789406,0.7142857142857143,4,-9.681515325882572
4,1,-1.3857953244962886,0.1428571428571428,5,-9.709324373246076
4,1,-1.3868404827214575,0.0,6,-9.737318981326586
4,1,-1.3861536369217091,0.4285714285714285,7,-9.696573674641332
4,1,-1.3864299536505251,0.4285714285714285,8,-9.694468446592545
4,2,-1.3263645340438044,0.4285714285714285,1,-9.471828875653593
4,2,-1.3753154930742233,0.1428571428571428,2,-9.824025711018974
4,2,-1.3874507862667391,0.4285714285714285,3,-9.703659344751678
4,2,-1.3861962108244767,0.0,4,-9.714518420140337
4,2,-1.385672472889608,0.0,5,-9.723112211159552
4,2,-1.3869415757402457,0.2857142857142857,6,-9.712571103818616
4,2,-1.3861012588698032,0.2857142857142857,7,-9.7045434821076
4,2,-1.3862926311706143,0.2857142857142857,8,-9.710393553613711
4,3,-1.3562732196120506,0.2857142857142857,1,-10.310026686150954
4,3,-1.2682158325129154,0.2857142857142857,2,-9.376586510152976
4,3,-1.3867527588099156,0.0,3,-9.70611365600918
4,3,-1.386112061706022,0.1428571428571428,4,-9.70221684706297
4,3,-1.385595218271536,0.4285714285714285,5,-9.69736687087382
4,3,-1.3868359662671512,0.1428571428571428,6,-9.71122258506428
4,3,-1.3862891414913612,0.4285714285714285,7,-9.698033987007223
4,3,-1.3865494123840545,0.2857142857142857,8,-9.710857296703336
4,4,-1.3848078788149758,0.2857142857142857,1,-9.551504365275376
4,4,-1.3866377173791755,0.2857142857142857,2,-9.695332600645733
4,4,-1.3871176214887757,0.1428571428571428,3,-9.703275884606636
4,4,-1.3860268338192618,0.2857142857142857,4,-9.70018945773248
4,4,-1.3860242083328451,0.4285714285714285,5,-9.702646995814067
4,4,-1.3862435691522323,0.4285714285714285,6,-9.701072007575975
4,4,-1.3862531633055544,0.2857142857142857,7,-9.70169476701731
4,4,-1.3866905021657765,0.2857142857142857,8,-9.712171871813323
4,5,-1.3587761454026068,0.1428571428571428,1,-10.175292337536142
4,5,-1.387161716949454,0.1428571428571428,2,-9.714504069344931
4,5,-1.3868492659891445,0.5714285714285714,3,-9.701204780685334
4,5,-1.3858107602760357,0.4285714285714285,4,-9.694380804699543
4,5,-1.3859872706637668,0.2857142857142857,5,-9.70222639996027
4,5,-1.3867207133220805,0.0,6,-9.704469927603398
4,5,-1.386060484033225,0.1428571428571428,7,-9.703878296204769
4,5,-1.3871032470420543,0.5714285714285714,8,-9.675723964248732
4,6,-1.371689681081891,0.2857142857142857,1,-9.16783648177282
4,6,-1.3877744502612426,0.2857142857142857,2,-9.754230748667323
4,6,-1.386653135890722,0.1428571428571428,3,-9.702501376228945
4,6,-1.385734325810272,0.4285714285714285,4,-9.712135536881084
4,6,-1.386229421346817,0.1428571428571428,5,-9.703822211223985
4,6,-1.3865114470180913,0.4285714285714285,6,-9.69466714192205
4,6,-1.3862873300560932,0.1428571428571428,7,-9.716271153595017
4,6,-1.386711445260819,0.1428571428571428,8,-9.69621842246667
4,7,-1.387894694885655,0.1428571428571428,1,-9.690384606174812
4,7,-1.3873679623600284,0.0,2,-9.706874669443716
4,7,-1.386778693737163,0.2857142857142857,3,-9.697358570681772
4,7,-1.385518458611937,0.5714285714285714,4,-9.683114678385763
4,7,-1.3860282245239997,0.4285714285714285,5,-9.696858946340862
4,7,-1.3864270356749273,0.2857142857142857,6,-9.704963559262918
4,7,-1.38629484537417,0.5714285714285714,7,-9.684166280312844
4,7,-1.3865080880408072,0.1428571428571428,8,-9.717140684381274
4,8,-1.3499328784198317,0.4285714285714285,1,-8.821190481241894
4,8,-1.387819737759057,0.2857142857142857,2,-9.69625673025725
4,8,-1.3867865535517,0.1428571428571428,3,-9.712373722161246
4,8,-1.3853556562602416,0.2857142857142857,4,-9.71048790491941
4,8,-1.3862906463535616,0.4285714285714285,5,-9.701575346439393
4,8,-1.386257652615276,0.2857142857142857,6,-9.699017230493077
4,8,-1.3862199627088434,0.4285714285714285,7,-9.689854644326129
4,8,-1.3870292119665415,0.1428571428571428,8,-9.728344101761245
4,9,-1.3269712065880546,0.2857142857142857,1,-9.823623650969092
4,9,-1.3878621058584222,0.4285714285714285,2,-9.690911496082904
4,9,-1.386542540225462,0.0,3,-9.71390344115412
4,9,-1.3856390515602766,0.2857142857142857,4,-9.718638167774348
4,9,-1.3863370172912095,0.1428571428571428,5,-9.703877610771212
4,9,-1.3862220407941035,0.1428571428571428,6,-9.702155180019217
4,9,-1.3861623898060973,0.2857142857142857,7,-9.70631936865445
4,9,-1.387010463169511,0.14285714285714285,8,-9.731977922350584
